Código Dane municipio|Desagregación cultivo|Producción (t)
05361|Cacao|450,0
05361|Café|6335,8558
05361|Caña panelera|79880,0
05361|Frijol|2480,4
05361|Limón Tahití|276,0
05361|Lulo|0,0
05361|Maracuyá|624,0
05361|Maíz amarillo tradicional|528,6800000000001
05361|Maíz blanco tradicional|180,0
05361|Papaya demás variedades|168,0
05361|Plátano consumo interno|3557,8
05361|Tomate invernadero|410,0
05361|Yuca consumo en fresco|9080,0
05364|Aguacate Hass|5497,2
05364|Banano consumo interno|39059,0
05364|Café|6763,2392
05364|Caña panelera|12530,0
05364|Cilantro|115,5
05364|Frijol|100,4
05364|Gulupa o cholupa|475,0
05364|Lulo|600,0
05364|Maíz amarillo tecnificado|68,0
05364|Maíz blanco tecnificado|28,0
05364|Pimentón|141,0
05364|Plátano consumo interno|24615,5
05364|Sábila|95,2
05364|Tomate|1635,0
05364|Tomate de árbol|1000,0
05364|Tomate invernadero|9279,0
05364|Yuca consumo en fresco|85,0
05368|Aguacate Hass|44760,0
05368|Banano consumo interno|535,0
05368|Café|2967,4286
05368|Cardamomo|645,1
05368|Cebolla de rama|103,1
05368|Cilantro|37,0
05368|Frijol|11,32
05368|Gulupa o cholupa|3231,0
05368|Lulo|42,0
05368|Maíz amarillo tradicional|7,31694915254237
05368|Naranja Valencia|8050,0
05368|Pepino cohombro|7,5
05368|Pimentón|59,0
05368|Plátano consumo interno|35680,0
05368|Tomate de árbol|0,0
05368|Tomate invernadero|1894,05
05368|Yuca consumo en fresco|12,0
05376|Aguacate Hass|14892,75
05376|Arveja|21,88785046728973
05376|Brócoli|568,0
05376|Café|1269,6363999999999
05376|Calabacín, calabaza|420,0
05376|Cebolla de rama|825,0
05376|Cilantro|34,5
05376|Frijol|197,6
05376|Lechuga|1120,0
05376|Maíz amarillo tradicional|15,508474576271201
05376|Maíz blanco tradicional|14,957966101694922
05376|Mora|2144,9700000000003
05376|Papa todas las variedades|896,0
05376|Plátano consumo interno|116,0
05376|Repollo|1200,0
05376|Tomate de árbol|1477,0
05376|Tomate invernadero|16740,0
05380|Aguacate demás variedades|112,0
05380|Café|125,3726
05380|Cebolla de rama|363,5
05380|Frijol|10,06993006993008
05380|Limón Tahití|54,473423778
05380|Mandarina Arrayana y/o Oneco|54,62042742
05380|Maíz amarillo tradicional|16,77966101694918
05380|Naranja Valencia|401,25284782200004
05380|Naranja Washington|168,424841268
05380|Naranja demás variedades|288,0
05380|Otras hortalizas|445,0
05380|Plátano consumo interno|1755,0
05380|Tangelo|138,224459826
05380|Tomate|30,9
05380|Yuca consumo en fresco|100,0
05390|Aguacate demás variedades|0,0
05390|Cacao|0,0
05390|Frijol|0,35000000000000003
05390|Limón Tahití|1036,75
05390|Maíz amarillo tradicional|0,2
05390|Naranja Valencia|8512,0
05390|Plátano consumo interno|85,5
05390|Yuca consumo en fresco|63,0
05400|Aguacate Hass|6864,249
05400|Aguacate demás variedades|789,463
05400|Arveja|98,59906542056076
05400|Cebolla de rama|1307,1
05400|Fresa|16620,0
05400|Frijol|269,3811188811188
05400|Granadilla|3925,0
05400|Gulupa o cholupa|0,0
05400|Maíz amarillo tradicional|35,63898305084747
05400|Maíz blanco tradicional|57,65338983050844
05400|Mora|361,0
05400|Otras hortalizas|1133,78
05400|Papa criolla|6949,99
05400|Papa todas las variedades|58639,75
05400|Tomate de árbol|2642,5
05400|Uchuva|1106,0
05400|Zanahoria|32512,3
05411|Aguacate Hass|814,0
05411|Aguacate demás variedades|1594,8
05411|Banano consumo interno|6331,5
05411|Café|4176,9394
05411|Caña panelera|6640,0
05411|Frijol|150,16
05411|Granadilla|39,5
05411|Gulupa o cholupa|82,5
05411|Limón Pajarito|196,0
05411|Limón Tahití|762,5
05411|Lulo|71,25
05411|Mandarina Arrayana y/o Oneco|39,0
05411|Maracuyá|46,0
05411|Maíz amarillo tradicional|55,65
05411|Maíz blanco tradicional|19,1
05411|Plátano consumo interno|1312,5
05411|Tomate|34,4
05411|Tomate invernadero|350,0
05425|Cacao|3624,0
05425|Café|282,29830000000004
05425|Caña panelera|48900,0
05425|Frijol|8,33636363636364
05425|Guanábana|4450,0
05425|Limón Tahití|0,0
05425|Maíz amarillo tradicional|105,4
05425|Plátano consumo interno|4350,0
05425|Yuca consumo en fresco|6150,0
05440|Acelga|599,75
05440|Aguacate Hass|7280,0
05440|Aguacate Papelillo|523,0
05440|Aguacate demás variedades|1331,4
05440|Apio|5781,0
05440|Arveja|420,1831775700934
05440|Brócoli|6320,0
05440|Café|71,2544
05440|Calabacín, calabaza|2340,0
05440|Cilantro|2800,0
05440|Coliflor|2750,0
05440|Frijol|1109,836363636364
05440|Habichuela|983,5
05440|Lechuga|25312,0
05440|Maíz amarillo tradicional|112,4584745762711
05440|Maíz blanco tradicional|122,1800847457627
05440|Mora|937,0
05440|Papa criolla|784,0
05440|Papa todas las variedades|7213,0
05440|Pimentón|4622,0
05440|Plantas aromáticas|184,0
05440|Remolacha|690,5
05440|Repollo|37310,0
05440|Tomate de árbol|1320,0
05440|Tomate invernadero|137760,0
05440|Zanahoria|16350,0
05467|Aguacate Hass|2311,0
05467|Aguacate demás variedades|478,0
05467|Banano consumo interno|756,0
05467|Café|3083,205
05467|Caña panelera|2800,0
05467|Frijol|53,25
05467|Limón Mandarino|1072,0
05467|Limón Tahití|440,0
05467|Mandarina demás variedades|132,5
05467|Mango demás variedades|546,0
05467|Maíz amarillo tecnificado|6,71186440677966
05467|Maíz amarillo tradicional|27,1
05467|Naranja Valencia|110,0
05467|Naranja demás variedades|33,0
05467|Plátano consumo interno|2480,5
05475|Arroz secano manual|1178,0
05475|Banano consumo interno|192,0
05475|Borojó|13,0
05475|Caña miel|4760,0
05475|Limón Pajarito|14,0
05475|Maíz amarillo tradicional|128,0
05475|Maíz blanco tradicional|115,0
05475|Piña Cayena, Gold, Manzana y/o Perolera|44,0
05475|Plátano consumo interno|4785,0
05475|Yuca consumo en fresco|560,0
05480|Arroz secano mecanizado|19360,2
05480|Cacao|1486,1000000000001
05480|Limón Pajarito|746,985604704
05480|Limón Tahití|282,0
05480|Maracuyá|0,0
05480|Maíz amarillo tradicional|234,74
05480|Maíz blanco tradicional|111,92
05480|Palma de aceite|11832,0
05480|Piña Cayena, Gold, Manzana y/o Perolera|2276,3999999999996
05480|Plátano consumo interno|3178,0
05480|Yuca consumo en fresco|76376,0
05483|Aguacate Hass|862,9
05483|Aguacate demás variedades|1843,6
05483|Arroz secano manual|48,176
05483|Banano consumo interno|220,0
05483|Cacao|1046,4
05483|Café|3331,3335
05483|Caña panelera|136332,0
05483|Frijol|235,62
05483|Limón Tahití|0,0
05483|Maracuyá|3990,0
05483|Maíz amarillo tradicional|173,0
05483|Plátano consumo interno|2160,0
05483|Tomate invernadero|400,0
05483|Yuca consumo en fresco|264,0
05490|Achiote|208,8
05490|Aguacate demás variedades|6743,1
05490|Arroz secano manual|26330,952
05490|Cacao|3930,9
05490|Coco|4352,25
05490|Limón demás variedades|1258,1
05490|Maracuyá|66436,5
05490|Maíz amarillo tradicional|2577,515254237288
05490|Maíz blanco tradicional|2929,271186440678
05490|Plátano consumo interno|83491,5
05490|Yuca consumo en fresco|17018,6
05490|Ñame demás variedades|15807,0
05495|Arroz secano manual|1887,38
05495|Arroz secano mecanizado|34130,0
05495|Cacao|6,800000000000001
05495|Maíz amarillo tradicional|2942,0
05495|Plátano consumo interno|1100,0
05495|Yuca consumo en fresco|6590,0
05501|Aguacate demás variedades|786,0
05501|Banano consumo interno|159,0
05501|Café|1123,5139
05501|Cebolla de rama|57,5
05501|Frijol|48,3
05501|Limón Tahití|1764,0
05501|Mango demás variedades|885,0
05501|Maíz amarillo tradicional|43,3
05501|Plátano consumo interno|1722,0
05501|Uva|589,1
05501|Yuca consumo en fresco|142,5
05501|Zapote|48,0
05541|Aguacate Hass|17663,16
05541|Aguacate Papelillo|215,16
05541|Aguacate demás variedades|6644,822
05541|Arveja|92,39981308411208
05541|Café|433,20709999999997
05541|Frijol|1169,548951048951
05541|Gulupa o cholupa|23383,0
05541|Habichuela|521,0
05541|Lulo|4554,0
05541|Mora|8456,5
05541|Papa todas las variedades|2015,4
05541|Pimentón|62569,0
05541|Tomate|23472,0
05541|Tomate de árbol|5310,0
05541|Tomate invernadero|162160,0
05543|Aguacate demás variedades|477,0
05543|Café|2719,0935
05543|Caña panelera|10470,0
05543|Cebolla de rama|49,5
05543|Frijol|588,34
05543|Maíz amarillo tradicional|112,1
05543|Maíz blanco tradicional|35,6
05543|Plátano consumo interno|954,0
05543|Tomate|39,9
05543|Tomate de árbol|48,0
05576|Aguacate demás variedades|6642,0
05576|Banano consumo interno|4654,0
05576|Café|4949,738
05576|Cardamomo|45,0
05576|Caña panelera|17990,0
05576|Frijol|41,18181818181821
05576|Limón Tahití|645,5999999999999
05576|Lulo|81,0
05576|Maíz amarillo tradicional|57,6
05576|Plátano consumo interno|7847,0
05576|Tomate|960,0
05576|Yuca consumo en fresco|1348,0
05579|Arroz riego|2100,0
05579|Arroz secano mecanizado|550,0
05579|Cacao|237,60000000000002
05579|Caña panelera|1650,0
05579|Guanábana|1008,0
05579|Limón Pajarito|900,0
05579|Maíz blanco tradicional|75,0
05579|Plátano consumo interno|444,0
05579|Yuca consumo en fresco|544,0
05585|Cacao|189,39999999999998
05585|Maíz amarillo tradicional|27,5
05585|Plátano consumo interno|558,0
05585|Yuca consumo en fresco|1552,0
05591|Arroz secano manual|10,95
05591|Cacao|168,0
05591|Limón Pajarito|246,4
05591|Limón Tahití|160,0
05591|Maíz amarillo tradicional|142,4
05591|Maíz blanco tradicional|24,0
05591|Plátano consumo interno|3103,2
05591|Yuca consumo en fresco|946,0
05604|Arroz secano manual|3539,611
05604|Cacao|1334,0
05604|Café|28,892599999999998
05604|Caña miel|32800,0
05604|Caña panelera|19300,0
05604|Frijol|372,6
05604|Maíz amarillo tradicional|4048,6000000000004
05604|Plátano consumo interno|6720,0
05604|Yuca consumo en fresco|10898,0
05607|Aguacate Hass|30470,660000000003
05607|Aguacate Papelillo|41,0
05607|Aguacate demás variedades|3000,0
05607|Arveja|32,99626168224299
05607|Café|726,693
05607|Fresa|825,0
05607|Frijol|211,20000000000002
05607|Lulo|255,0
05607|Maíz amarillo tradicional|81,0
05607|Maíz blanco tradicional|67,38305084745764
05607|Mora|485,25
05607|Papa todas las variedades|3020,0
05607|Plátano consumo interno|473,75
05607|Romero|40,0
05607|Tomate de árbol|655,0
05607|Tomate invernadero|19230,0
05607|Yuca consumo en fresco|1140,0
05615|Aguacate Hass|1299,4
05615|Aguacate demás variedades|2952,828
05615|Fresa|1166,0
05615|Frijol|299,7416083916084
05615|Gulupa o cholupa|136,0
05615|Lechuga|1816,0
05615|Lulo|78,0
05615|Maíz amarillo tradicional|108,435593220339
05615|Maíz blanco tradicional|161,6440677966103
05615|Mora|252,0
05615|Otras hortalizas|2935,0
05615|Papa todas las variedades|659,0
05615|Tomate de árbol|500,0
05615|Tomate invernadero|7780,0
05615|Uchuva|351,0
05628|Aguacate Hass|139,0
05628|Aguacate Papelillo|143,0
05628|Banano consumo interno|81,0
05628|Cacao|5,2
05628|Café|3834,2047000000002
05628|Caña panelera|1200,0
05628|Frijol|626,6
05628|Limón Pajarito|18,0
05628|Limón Tahití|0,0
05628|Lulo|15,0
05628|Maíz amarillo tradicional|364,1
05628|Plátano consumo interno|635,0
05631|Café|79,5638
05631|Frijol|21,65209790209792
05631|Lulo|52,5
05631|Maracuyá|9,0
05631|Maíz amarillo tradicional|23,351694915254242
05631|Otras hortalizas|204,8
05631|Plátano consumo interno|51,104
05631|Tomate de árbol|9,0
05642|Aguacate Hass|4897,7
05642|Aguacate Papelillo|206,5
05642|Banano consumo interno|40627,5
05642|Café|20924,0261
05642|Caña de azúcar|966,0
05642|Caña panelera|840,0
05642|Frijol|360,0
05642|Limón Tahití|3675,0
05642|Mandarina Arrayana y/o Oneco|765,0
05642|Maíz amarillo tradicional|284,0
05642|Naranja Valencia|1428,0
05642|Plátano consumo interno|8172,0
05647|Agraz - mortiño|3,0
05647|Aguacate demás variedades|214,0
05647|Cacao|177,0
05647|Café|2636,9864000000002
05647|Caña panelera|8611,0
05647|Frijol|23,446153846153848
05647|Limón Tahití|492,0
05647|Maíz amarillo tradicional|27,136016949152545
05647|Maíz blanco tradicional|18,136016949152545
05647|Papa todas las variedades|1021,0
05647|Papaya demás variedades|80,0
05647|Plátano consumo interno|4479,0
05647|Tomate de árbol|65,0
05647|Tomate invernadero|408,0
05647|Yuca consumo en fresco|620,0
05649|Aguacate demás variedades|315,0
05649|Cacao|791,45
05649|Café|3014,0431
05649|Caña panelera|25930,0
05649|Fique|262,5
05649|Frijol|28,16
05649|Limón Tahití|196,0
05649|Maíz amarillo tradicional|14,76
05649|Plátano consumo interno|428,2
05649|Yuca consumo en fresco|1756,8
05652|Cacao|499,5
05652|Café|516,8112
05652|Caña panelera|8010,0
05652|Frijol|28,0027972027972
05652|Limón Mandarino|615,0
05652|Maíz amarillo tradicional|71,0216949152541
05652|Maíz blanco tradicional|37,83966101694915
05652|Plátano consumo interno|1312,5
05652|Yuca consumo en fresco|3364,0
05656|Aguacate Hass|0,0
05656|Aguacate demás variedades|315,0
05656|Café|1900,3052
05656|Caña panelera|1400,0
05656|Cebolla de rama|10122,0
05656|Limón Tahití|0,0
05656|Mora|648,0
05656|Plantas aromáticas|30,4
05656|Plátano consumo interno|8830,5
05656|Tomate invernadero|892,5
05658|Agraz - mortiño|80,0
05658|Mora|22,0
05658|Papa todas las variedades|1660,0
05659|Arroz secano manual|675,5
05659|Arroz secano mecanizado|571,2
05659|Cacao|143,10000000000002
05659|Coco|2745,0
05659|Maracuyá|790,0
05659|Plátano consumo interno|134400,0
05659|Yuca consumo en fresco|980,0
05659|Ñame Diamante|270,0
05659|Ñame Espino|640,0
05659|Ñame demás variedades|1190,0
05660|Arroz secano manual|34,51
05660|Cacao|748,7
05660|Café|557,3856000000001
05660|Caña panelera|29786,0
05660|Frijol|58,7
05660|Maíz amarillo tradicional|67,60000000000001
05660|Maíz blanco tradicional|12,9
05660|Plátano consumo interno|65,0
05660|Yuca consumo en fresco|583,0
05664|Agraz - mortiño|6,0
05664|Aguacate Hass|3259,0
05664|Arveja|145,3271028037384
05664|Brevo|57,0
05664|Brócoli|439,5
05664|Cilantro|152,0
05664|Coliflor|387,0
05664|Fresa|64,4
05664|Frijol|600,8
05664|Granadilla|48,0
05664|Guayaba|19,5
05664|Lechuga|506,5
05664|Lulo|21,5
05664|Manzanilla|2,98
05664|Maíz amarillo tradicional|675,3
05664|Maíz blanco tradicional|9,5
05664|Mora|965,75
05664|Papa criolla|2730,5
05664|Papa todas las variedades|80001,0
05664|Tomate de árbol|5470,0
05664|Tomate invernadero|707,5
05664|Uchuva|240,5
05664|Zanahoria|46005,0
05665|Achiote|72,0
05665|Aguacate demás variedades|60,0
05665|Arroz secano manual|12217,1
05665|Cacao|1216,1
05665|Coco|168,0
05665|Guanábana|36,0
05665|Maracuyá|12650,0
05665|Maíz amarillo tradicional|5805,0
05665|Papaya demás variedades|14475,0
05665|Plátano consumo interno|11568,0
05665|Yuca consumo en fresco|4160,0
05665|Yuca industrial|0,0
05665|Zapote|180,0
05665|Ñame Diamante|3300,0
05665|Ñame demás variedades|460,0
05667|Acelga|2,0
05667|Aguacate demás variedades|263,0
05667|Ahuyama|2,0
05667|Arroz secano manual|15,995999999999999
05667|Cacao|504,0
05667|Café|1215,4003
05667|Caña panelera|75960,0
05667|Cebolla de bulbo|16,0
05667|Cebolla de rama|10,0
05667|Cilantro|10,0
05667|Col|7,0
05667|Guanábana|38,0
05667|Lechuga|1,0
05667|Limón Tahití|371,0
05667|Maíz amarillo tradicional|57,5
05667|Pepino cohombro|4,0
05667|Plátano consumo interno|1007,5
05667|Remolacha|8,0
05667|Repollo|9,0
05667|Tomate|39,0
05667|Yuca consumo en fresco|1498,0
05667|Zanahoria|9,0
05670|Arroz secano manual|21,0
05670|Cacao|470,4
05670|Café|2778,8024
05670|Caña panelera|483200,0
05670|Fique|70,0
05670|Frijol|493,5
05670|Maíz amarillo tradicional|396,0
05670|Otras hortalizas|160,0
05670|Plátano consumo interno|1128,0
05670|Yuca consumo en fresco|7580,0
05674|Aguacate Hass|21695,564
05674|Aguacate demás variedades|952,0
05674|Café|101,3632
05674|Fique|1300,0
05674|Fresa|994,5
05674|Frijol|8254,0
05674|Gulupa o cholupa|378,0
05674|Maíz amarillo tradicional|556,6
05674|Maíz blanco tradicional|4385,084745762717
05674|Mora|2616,0
05674|Papa todas las variedades|73170,0
05674|Tomate de árbol|12826,0
05674|Tomate invernadero|59900,0
05674|Uchuva|350,0
05679|Aguacate Papelillo|819,0
05679|Aguacate demás variedades|1255,0
05679|Banano consumo interno|20,0
05679|Cacao|52,0
05679|Café|2528,3360000000002
05679|Caña panelera|53100,0
05679|Cebolla de rama|413,3
05679|Cilantro|259,8
05679|Fique|7,5
05679|Frijol|137,25
05679|Guanábana|550,0
05679|Limón Mandarino|964,545184
05679|Limón Pajarito|305,9368106
05679|Limón Tahití|10305,683524
05679|Mandarina Arrayana y/o Oneco|6454,1974833
05679|Mandarina demás variedades|167,61260358
05679|Mango demás variedades|24300,0
05679|Maíz amarillo tradicional|207,0
05679|Naranja Salustiana|256,1933045
05679|Naranja Valencia|10235,3082115
05679|Naranja Washington|108,73883289
05679|Naranja demás variedades|220,78807675000002
05679|Plátano consumo interno|6790,0
05679|Tangelo|203,1854545
05679|Tomate|1668,0
05679|Yuca consumo en fresco|564,0
05686|Aguacate Hass|1121,12
05686|Arveja|44,018691588784996
05686|Arándano|13,9
05686|Cacao|2,61
05686|Café|1601,2118
05686|Caña panelera|15900,0
05686|Cilantro|110,64
05686|Fresa|981,55
05686|Frijol|191,6013986013987
05686|Granadilla|144,0
05686|Gulupa o cholupa|290,0
05686|Limón Mandarino|57,5
05686|Lulo|532,6
05686|Maíz amarillo tradicional|78,23796610169492
05686|Maíz blanco tradicional|21,25423728813557
05686|Mora|354,81
05686|Otras hortalizas|264,19
05686|Papa criolla|2855,9
05686|Papa todas las variedades|68878,8
05686|Plátano consumo interno|1069,1100000000001
05686|Sábila|0,0
05686|Tomate de árbol|90931,0
05686|Tomate invernadero|235,95
05686|Uchuva|129,5
05686|Yuca consumo en fresco|96,0
05690|Cacao|105,0
05690|Café|2315,8602
05690|Caña panelera|167288,0
05690|Frijol|107,9832167832168
05690|Lulo|180,0
05690|Mandarina Arrayana y/o Oneco|5248,0
05690|Plátano consumo interno|1413,0
05697|Aguacate Hass|896,0799999999999
05697|Aguacate demás variedades|100,5
05697|Arracacha|11,2
05697|Arveja|2925,420560747662
05697|Brevo|7,5
05697|Cebolla de rama|198,0
05697|Cilantro|1081,0
05697|Feijoa|50,0
05697|Frijol|6836,013986014
05697|Granadilla|651,0
05697|Habichuela|2660,0
05697|Lechuga|8390,0
05697|Limón Mandarino|20,0
05697|Lulo|74,0
05697|Mandarina Arrayana y/o Oneco|30,0
05697|Maíz amarillo tradicional|41,65127118644068
05697|Maíz blanco tradicional|28,88389830508474
05697|Mora|382,5
05697|Naranja Valencia|20,0
05697|Papa criolla|4866,0
05697|Papa todas las variedades|7902,0
05697|Pimentón|95,0
05697|Plantas aromáticas|88,0
05697|Plátano consumo interno|24,0
05697|Remolacha|48960,0
05697|Repollo|11440,0
05697|Sábila|40,0
05697|Tomate de árbol|897,0
05697|Tomate invernadero|29920,0
05697|Yuca consumo en fresco|20,0
05697|Zanahoria|115640,0
05736|Ají|10,0
05736|Arroz secano manual|875,5782
05736|Cacao|340,2
05736|Frijol|8,13986013986014
05736|Limón Tahití|0,0
05736|Maíz amarillo tradicional|269,9203389830508
05736|Piña demás variedades|124,0
05736|Plátano consumo interno|2211,5
05736|Yuca consumo en fresco|6417,0
05756|Agraz - mortiño|270,0
05756|Aguacate Hass|130900,0
05756|Aguacate Papelillo|2653,02
05756|Aguacate demás variedades|35100,0
05756|Arveja|2103,785046728971
05756|Banano consumo interno|2400,0
05756|Cacao|333,9
05756|Café|6954,5876
05756|Caña panelera|90180,0
05756|Cebolla de rama|17578,9
05756|Fresa|16,0
05756|Frijol|3312,76013986014
05756|Granadilla|10140,0
05756|Guanábana|900,0
05756|Gulupa o cholupa|4580,0
05756|Higo|7476,0
05756|Lechuga|37280,0
05756|Limón Tahití|0,0
05756|Lulo|1152,0
05756|Maracuyá|72,0
05756|Maíz amarillo tradicional|491,1810169491526
